T60006L2025W451,https://vacuumschmelze.com/03_Documents/Datasheets%20-%20Drawings/Cores/L2025-W451.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/427/MFG_T60006L2100V082.jpg,https://www.digikey.com/en/products/detail/vacuumschmelze/T60006L2025W451/12531771,6387,Active,VACUUMSCHMELZE,Toroid,0,"1.098"" (27.90mm)",17.55 µH,0,64.4,36,0,"0.492"" (12.50mm)",0,0,Ungapped,0,Uncoated,0
5952020801,https://www.fair-rite.com/wp-content/uploads/2019/01/5952020801cat.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/319/5952003801.JPG,https://www.digikey.com/en/products/detail/fair-rite-products-corp/5952020801/9858099,518,Active,Fair-Rite Products Corp.,Toroid,52,0,0,250,87.9,79.2,6959,"0.500"" (12.70mm)",-,±25%,Ungapped,0,Uncoated,0
B65815E0000R087,https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_12.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/13/B65815ER87.JPG,https://www.digikey.com/en/products/detail/epcos-tdk-electronics/B65815E0000R087/3914270,617,Active,EPCOS - TDK Electronics,RM,N87,-,5.3 µH,2200,57,146,8320,"0.484"" (12.30mm)","1.480"" (37.60mm)","-20%, +30%",Ungapped,1640,Uncoated,0.39
T60006L2030W358,https://vacuumschmelze.com/03_Documents/Datasheets%20-%20Drawings/Cores/L2030-W358.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/427/MFG_T60006L2100V082.jpg,https://www.digikey.com/en/products/detail/vacuumschmelze/T60006L2030W358/12531184,6162,Active,VACUUMSCHMELZE,Toroid,0,"1.299"" (33.00mm)",15.5 µH,0,78.5,40,0,"0.492"" (12.50mm)",0,0,Ungapped,0,Uncoated,0
T60006L2030W423,https://vacuumschmelze.com/03_Documents/Datasheets%20-%20Drawings/Cores/L2030-W423.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/427/MFG_T60006L2100V082.jpg,https://www.digikey.com/en/products/detail/vacuumschmelze/T60006L2030W423/12530403,5325,Active,VACUUMSCHMELZE,Toroid,0,"1.299"" (33.00mm)",66 µH,0,78.5,40,0,"0.492"" (12.50mm)",0,±30%,Ungapped,0,Uncoated,0
C055310A2,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055310A2.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4889/MFG_MPPseries.jpg,https://www.digikey.com/en/products/detail/magnetics-a-division-of-spang-co/C055310A2/18626734,463,Active,"Magnetics, a division of Spang & Co.",Toroid,MPP,"0.900"" (22.86mm)",90 nH,125,56.7,31.7,1800,"0.300"" (7.60mm)",-,±8%,Ungapped,0,Coated,0
0077439A7,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077439A7.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4889/MFG_KoolMuline.jpg,https://www.digikey.com/en/products/detail/magnetics-a-division-of-spang-co/0077439A7/16927935,1720,Active,"Magnetics, a division of Spang & Co.",Toroid,-,"1.875"" (47.63mm)",135 nH,60,107,199,21300,"0.745"" (18.92mm)",-,±8%,Ungapped,0,Coated,0
B65651D0100A033,https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_18_11.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/13/B65651D100A33.JPG,https://www.digikey.com/en/products/detail/epcos-tdk-electronics/B65651D0100A033/3913836,2992,Active,EPCOS - TDK Electronics,P (Pot Core),M33,"0.724"" (18.40mm)",100 nH,750,25.9,43,1114,"0.209"" (5.30mm)",-,±3%,Gapped,48,Uncoated,0.6
C058930A2,https://www.mag-inc.com/Media/Magnetics/Datasheets/C058930A2.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4889/MFG_HighFlux.jpg,https://www.digikey.com/en/products/detail/magnetics-a-division-of-spang-co/C058930A2/17753815,1116,Active,"Magnetics, a division of Spang & Co.",Toroid,-,"1.060"" (26.92mm)",157 nH,125,63.5,65.4,4150,"0.440"" (11.18mm)",-,±8%,Ungapped,0,Coated,0
C055350A2,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055350A2.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/4889/MFG_MPPseries.jpg,https://www.digikey.com/en/products/detail/magnetics-a-division-of-spang-co/C055350A2/18626771,1312,Active,"Magnetics, a division of Spang & Co.",Toroid,MPP,"0.958"" (24.33mm)",105 nH,125,58.8,38.8,2280,"0.380"" (9.65mm)",-,±8%,Ungapped,0,Coated,0
TX36/23/10-4C65,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/TX36_23_10-4C65.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/TX36%5E23%5E10.jpg,https://www.digikey.com/en/products/detail/ferroxcube/TX36-23-10-4C65/8021299,899,Active,Ferroxcube,Toroid,4C65,"1.463"" (37.15mm)",0,0,0,0,0,"0.430"" (10.92mm)",-,-,-,0,Epoxy,0
B64290L0668X038,https://www.tdk-electronics.tdk.com/inf/80/db/fer/r_38_1_19_05_12_7.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/993/B64290L0668X038.JPG,https://www.digikey.com/en/products/detail/epcos-tdk-electronics/B64290L0668X038/1830197,1885,Active,EPCOS - TDK Electronics,Toroid,T38,"1.551"" (39.40mm)",17.6 µH,10000,82.97,116.2,9644,"0.543"" (13.80mm)",-,±30%,Ungapped,0,Epoxy,0.71
T60006L2030W514,https://vacuumschmelze.com/03_Documents/Datasheets%20-%20Drawings/Cores/L2030-W514.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/427/MFG_T60006L2100V082.jpg,https://www.digikey.com/en/products/detail/vacuumschmelze/T60006L2030W514/12531711,8545,Active,VACUUMSCHMELZE,Toroid,0,"1.291"" (32.80mm)",88 µH,0,78.5,57,0,"0.701"" (17.80mm)",0,0,Ungapped,0,Uncoated,0
PLT64/50/5-3C95,https://www.ferroxcube.com/upload/media/product/file/MDS/3c95.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/2540/PLT.jpg,https://www.digikey.com/en/products/detail/ferroxcube/PLT64-50-5-3C95/7041625,14879,Active,Ferroxcube,PLT,3C95,-,0,0,0,0,0,"0.200"" (5.08mm)","2.520"" (64.00mm)",-,-,0,Uncoated,0
UR64/40/20-3C90,https://www.ferroxcube.com/upload/media/product/file/Pr_ds/UR64_40_20.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/960/UR644020-3C90.jpg,https://www.digikey.com/en/products/detail/ferroxcube/UR64-40-20-3C90/7651791,1197,Active,Ferroxcube,UR,3C90,-,0,0,0,0,0,"1.594"" (40.50mm)","2.520"" (64.00mm)",-,-,0,Uncoated,0
E65/32/27-3C95,https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E65_32_27.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/5022/E653227-3C95.jpg,https://www.digikey.com/en/products/detail/ferroxcube/E65-32-27-3C95/7651347,1589,Active,Ferroxcube,E,3C95,-,0,0,0,0,0,"1.291"" (32.80mm)","2.559"" (65.00mm)",-,-,0,Uncoated,0
B65701W0000Y038,https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_30_19.pdf,https://mm.digikey.com/Volume0/opasdata/d220001/medias/images/13/B65701WY38.JPG,https://www.digikey.com/en/products/detail/epcos-tdk-electronics/B65701W0000Y038/3913968,442,Active,EPCOS - TDK Electronics,P (Pot Core),T38,"1.200"" (30.50mm)",28 µH,10000,46,145,6670,"0.374"" (9.50mm)",-,"-30%, +40%",Ungapped,7070,Uncoated,0.32
